study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,cluster_frac,delayed_frac,index,instance_seed,n_resamples_infeasible,realized_tightness,n_deps,n_mandated,n_clusters,opt_status,opt_risk,opt_cost,opt_bound,opt_mipgap,opt_walltime,opt_nvars,highest_risk_risk,highest_risk_cost,highest_risk_feasible,highest_risk_ddlviol,highest_risk_gap,risk_per_cost_risk,risk_per_cost_cost,risk_per_cost_feasible,risk_per_cost_ddlviol,risk_per_cost_gap,edf_risk,edf_cost,edf_feasible,edf_ddlviol,edf_gap,spt_risk,spt_cost,spt_feasible,spt_ddlviol,spt_gap,random_risk,random_cost,random_feasible,random_ddlviol,random_gap
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.7417,60,19,2,OPTIMAL,3777,178,3777.0,0.0,2.618,705,4643,178,1,0,0.229282,4507,178,0,1,,5484,178,1,0,0.451946,4947,178,0,1,,5094,178,0,3,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,8,273810,2,0.7731,64,19,2,OPTIMAL,3301,201,3301.0,0.0,7.961,754,5817,201,0,2,,5653,201,0,1,,5255,201,1,0,0.591942,5795,198,0,2,,5389,201,0,1,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,9,177000,1,0.7577,57,20,2,OPTIMAL,2561,197,2561.0,0.0,8.697,755,3284,197,1,0,0.282312,3731,197,1,0,0.456853,3468,197,1,0,0.354159,4456,197,0,1,,4391,197,0,2,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,10,80190,0,0.7594,69,20,2,OPTIMAL,3014,243,3014.0,0.0,15.7,796,5368,243,1,0,0.781022,5661,243,0,3,,5163,243,1,0,0.713006,5893,243,0,1,,4935,243,1,0,0.637359
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,11,88109,0,0.6964,68,18,2,OPTIMAL,1665,195,1665.0,0.0,10.05,760,2593,195,1,0,0.557357,2311,195,1,0,0.387988,2953,195,1,0,0.773574,2723,195,1,0,0.635435,2604,195,1,0,0.563964
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.7615,64,20,2,OPTIMAL,2171,198,2171.0,0.0,5.808,810,4168,198,0,2,,4556,198,0,2,,4240,198,1,0,0.953017,4818,198,0,4,,3537,198,1,0,0.629203
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,13,208676,1,0.7714,69,19,2,OPTIMAL,5034,216,5034.0,0.0,10.125,694,6282,216,1,0,0.247914,6844,216,0,1,,7772,216,0,2,,7261,204,0,3,,6753,216,1,0,0.341478
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.7321,72,18,2,OPTIMAL,2159,205,2159.0,0.0,5.857,778,3344,205,0,1,,3261,205,0,1,,3566,205,1,0,0.651691,3352,205,0,1,,3465,205,0,1,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,15,433972,3,0.75,60,20,2,OPTIMAL,1464,210,1464.0,0.0,9.149,812,2063,210,1,0,0.409153,2569,210,1,0,0.754781,2601,210,1,0,0.776639,4374,210,0,1,,3278,210,1,0,1.239071
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,16,127704,0,0.7633,68,19,2,OPTIMAL,2292,229,2292.0,0.0,5.681,775,3561,229,1,0,0.553665,3826,229,0,1,,4754,229,1,0,1.074171,4268,229,0,1,,4579,229,1,0,0.997818
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,17,135623,0,0.7885,63,19,2,OPTIMAL,3747,205,3747.0,0.0,2.21,743,4747,205,1,0,0.26688,4756,205,1,0,0.269282,5506,205,1,0,0.469442,6096,205,1,0,0.626902,5245,205,1,0,0.399786
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,0,105729,1,0.7792,62,31,2,OPTIMAL,2257,187,2257.0,0.0,2.143,669,2947,187,0,5,,3252,187,0,5,,3376,187,0,6,,3667,187,0,9,,3413,187,0,6,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,1,427835,4,0.7833,73,31,2,OPTIMAL,2241,235,2241.0,0.0,33.808,703,3418,235,0,5,,3201,235,0,5,,3860,235,0,3,,5307,224,0,8,,3968,235,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,2,121567,1,0.6929,63,31,2,OPTIMAL,1795,194,1795.0,0.0,4.689,713,3172,194,0,2,,2811,194,0,2,,2656,194,1,0,0.479666,2942,194,0,2,,3477,194,0,2,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,3,757860,7,0.75,69,30,2,OPTIMAL,6611,195,6611.0,0.0,18.587,590,6197,195,0,9,,6711,195,0,10,,6353,195,0,6,,6591,195,0,7,,6609,195,0,7,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,4,137405,1,0.7679,63,31,2,OPTIMAL,3452,215,3452.0,0.0,1.583,656,3417,215,0,9,,3393,215,0,7,,4600,215,0,3,,5275,215,0,8,,5077,215,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,5,250053,2,0.7667,62,31,2,OPTIMAL,1884,230,1884.0,0.0,2.878,694,3079,230,0,3,,2279,230,0,3,,3565,230,0,2,,4463,230,0,7,,3646,230,0,4,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,6,257972,2,0.7615,76,31,2,OPTIMAL,4564,198,4564.0,0.0,0.78,662,4538,198,0,4,,4971,198,0,7,,5684,198,0,10,,5771,198,0,7,,5230,198,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,7,161162,1,0.7417,60,31,2,OPTIMAL,4540,178,4540.0,0.0,0.309,553,4643,178,0,7,,4507,178,0,7,,5069,178,0,6,,4947,178,0,4,,5094,178,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,8,273810,2,0.7731,64,31,2,OPTIMAL,3913,201,3913.0,0.0,0.444,650,5817,201,0,4,,5653,201,0,4,,4648,201,0,5,,5795,198,0,5,,5389,201,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,9,177000,1,0.7577,57,32,2,OPTIMAL,2662,197,2662.0,0.0,4.573,629,3284,197,0,5,,3731,197,0,4,,3921,197,0,1,,4456,197,0,4,,4391,197,0,2,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,10,80190,0,0.7594,69,31,2,OPTIMAL,3163,243,3163.0,0.0,3.644,669,5368,243,0,6,,5661,243,0,5,,5257,243,0,3,,5893,243,0,3,,4935,243,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,11,88109,0,0.6964,68,31,2,OPTIMAL,1691,195,1691.0,0.0,4.455,628,2593,195,0,4,,2311,195,0,3,,2920,195,0,3,,2723,195,0,3,,2604,195,0,3,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.7615,64,32,2,OPTIMAL,2323,198,2323.0,0.0,0.768,681,4168,198,0,4,,4556,198,0,4,,4008,198,0,3,,4818,198,0,6,,3537,198,0,4,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,13,313405,2,0.7536,70,30,2,OPTIMAL,3396,211,3396.0,0.0,0.901,609,7045,138,0,13,,6994,138,0,12,,7593,138,0,12,,7366,138,0,12,,7675,138,0,12,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.7321,72,32,2,OPTIMAL,2176,205,2176.0,0.0,4.578,661,3344,205,0,4,,3261,205,0,5,,4094,205,0,3,,3352,205,0,5,,3465,205,0,3,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,15,433972,3,0.75,60,31,2,OPTIMAL,1533,210,1533.0,0.0,7.672,682,2063,210,0,3,,2569,210,0,4,,2967,210,0,3,,4374,210,0,7,,3278,210,0,4,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,16,127704,0,0.7633,68,30,2,OPTIMAL,3105,229,3105.0,0.0,2.006,637,3561,229,0,7,,3826,229,0,7,,4297,229,0,5,,4268,229,0,5,,4579,229,0,5,
main,45,20,0.4,0.8,0.8,13,step,0.1,0.1,0.15,17,135623,0,0.7885,63,31,2,OPTIMAL,4392,205,4392.0,0.0,0.278,585,4747,205,0,8,,4756,205,0,8,,5056,205,0,6,,6096,205,0,6,,5245,205,0,6,
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.8769,70,10,2,OPTIMAL,4598,228,4598.0,0.0,18.383,841,6701,228,1,0,0.457373,6404,225,1,0,0.392779,7635,221,1,0,0.660505,8265,191,0,1,,7747,221,1,0,0.684863
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,1,427835,4,0.9038,73,11,2,OPTIMAL,2886,235,2886.0,0.0,12.172,834,4322,235,1,0,0.497574,4865,219,1,0,0.685724,5230,235,1,0,0.812197,6578,201,0,3,,5181,235,0,1,
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,2,121567,1,0.6929,63,10,2,OPTIMAL,1795,194,1795.0,0.0,8.133,860,3172,194,1,0,0.767131,2811,194,1,0,0.566017,2859,194,1,0,0.592758,2942,194,1,0,0.638997,3477,194,1,0,0.937047
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,3,234215,2,0.9036,70,11,2,OPTIMAL,6200,253,6200.0,0.0,2.129,762,7663,253,1,0,0.235968,7774,253,1,0,0.253871,8675,253,1,0,0.399194,8731,213,0,1,,9360,234,0,1,
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,4,137405,1,0.8958,63,10,2,OPTIMAL,3914,187,3914.0,0.0,7.194,835,5107,187,1,0,0.304803,5646,187,1,0,0.442514,6309,187,1,0,0.611906,7303,187,1,0,0.865866,6040,187,1,0,0.543178
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,5,250053,2,0.8846,62,11,2,OPTIMAL,2362,230,2362.0,0.0,7.72,846,4009,230,1,0,0.69729,3878,221,1,0,0.641829,4844,230,1,0,1.050804,5823,192,0,4,,5398,225,0,1,
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.7714,76,10,2,OPTIMAL,4727,216,4727.0,0.0,20.505,804,6045,216,1,0,0.278824,6425,216,1,0,0.359213,5741,216,1,0,0.214512,6382,216,1,0,0.350116,5857,216,1,0,0.239052
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.89,60,10,2,OPTIMAL,4684,178,4684.0,0.0,10.87,745,5850,173,1,0,0.248933,5404,173,1,0,0.153715,7567,167,1,0,0.6155,6410,157,0,2,,6730,173,1,0,0.436806
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,8,273810,2,0.8375,64,12,2,OPTIMAL,3668,201,3668.0,0.0,8.088,807,6257,201,1,0,0.705834,6229,201,1,0,0.698201,6349,201,1,0,0.730916,5796,198,1,0,0.580153,5560,201,1,0,0.515812
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.8115,71,10,2,OPTIMAL,4280,196,4280.0,0.0,25.039,835,5573,196,1,0,0.302103,5057,196,1,0,0.181542,6016,196,1,0,0.405607,6029,196,1,0,0.408645,5625,196,1,0,0.314252
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,10,80190,0,0.8679,69,11,2,OPTIMAL,3745,243,3745.0,0.0,21.5,830,6253,243,1,0,0.669693,6392,243,1,0,0.706809,6099,243,1,0,0.628571,6710,240,1,0,0.791722,5791,243,1,0,0.546328
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,11,88109,0,0.6964,68,12,2,OPTIMAL,1665,195,1665.0,0.0,5.062,794,2593,195,1,0,0.557357,2311,195,1,0,0.387988,3115,195,1,0,0.870871,2723,195,1,0,0.635435,2604,195,1,0,0.563964
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.825,64,10,2,FEASIBLE,2624,198,2522.0,0.03887,40.032,844,5322,198,1,0,,4638,198,1,0,,4573,198,1,0,,5329,195,1,0,,5085,198,1,0,
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,13,103947,0,0.9455,67,10,2,OPTIMAL,3993,193,3993.0,0.0,19.903,863,5243,193,1,0,0.313048,5702,193,1,0,0.427999,6773,193,1,0,0.696218,7131,184,1,0,0.785875,7140,193,1,0,0.788129
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.7321,72,10,2,OPTIMAL,2159,205,2159.0,0.0,7.072,833,3344,205,1,0,0.548865,3261,205,1,0,0.510421,3347,205,1,0,0.550255,3352,205,1,0,0.552571,3465,205,1,0,0.60491
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,15,433972,3,0.875,60,11,2,OPTIMAL,2053,210,2053.0,0.0,29.839,859,3235,210,1,0,0.575743,3328,210,1,0,0.621042,4130,210,1,0,1.01169,5826,193,0,1,,4096,210,1,0,0.995129
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,16,127704,0,0.8179,68,12,2,OPTIMAL,2526,229,2526.0,0.0,4.225,828,3758,229,1,0,0.487728,4130,229,1,0,0.634996,5408,229,1,0,1.140934,4280,229,1,0,0.694378,5173,229,1,0,1.047902
main,45,20,0.4,0.95,0.1,13,step,0.1,0.1,0.15,17,135623,0,0.9318,63,10,2,OPTIMAL,4867,205,4867.0,0.0,5.599,788,6429,192,1,0,0.320937,6958,192,1,0,0.429628,7561,192,1,0,0.553524,8256,172,1,0,0.696322,7577,182,1,0,0.556811
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.8769,70,20,2,OPTIMAL,4613,228,4613.0,0.0,16.014,789,6701,228,0,3,,6404,225,0,3,,7395,226,0,5,,8265,191,0,6,,7747,221,0,4,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,1,427835,4,0.9038,73,20,2,OPTIMAL,2895,235,2895.0,0.0,17.99,796,4322,235,0,1,,4865,219,0,3,,4848,235,1,0,0.674611,6578,201,0,2,,5181,235,1,0,0.789637
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,2,121567,1,0.6929,63,19,2,OPTIMAL,1795,194,1795.0,0.0,5.046,830,3172,194,1,0,0.767131,2811,194,1,0,0.566017,3429,194,1,0,0.910306,2942,194,1,0,0.638997,3477,194,1,0,0.937047
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,3,234215,2,0.9036,70,18,2,OPTIMAL,6200,253,6200.0,0.0,2.433,722,7663,253,0,1,,7774,253,0,3,,8856,253,0,1,,8731,213,0,8,,9360,234,0,5,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,4,242134,2,0.945,75,19,2,FEASIBLE,3736,189,3572.0,0.0439,40.152,802,5182,179,0,2,,5186,167,0,2,,6226,184,0,1,,5902,162,0,3,,6682,181,0,5,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,5,250053,2,0.8846,62,19,2,OPTIMAL,2370,230,2370.0,0.0,6.654,811,4009,230,0,3,,3878,221,0,3,,4528,230,0,2,,5823,192,0,5,,5398,225,0,1,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.7714,76,18,2,OPTIMAL,4727,216,4727.0,0.0,22.101,773,6045,216,1,0,0.278824,6425,216,1,0,0.359213,6459,216,1,0,0.366406,6382,216,0,2,,5857,216,0,1,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.89,60,19,2,OPTIMAL,4781,172,4781.0,0.0,15.168,705,5850,173,0,2,,5404,173,0,3,,6819,172,0,2,,6410,157,0,6,,6730,173,0,2,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,8,273810,2,0.8375,64,19,2,OPTIMAL,3668,201,3668.0,0.0,6.949,754,6257,201,0,4,,6229,201,0,4,,6001,201,0,1,,5796,198,0,2,,5560,201,0,2,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,9,177000,1,0.8955,57,20,2,OPTIMAL,3415,197,3415.0,0.0,15.259,755,5341,197,0,3,,5066,197,0,1,,5165,187,0,2,,5752,187,0,3,,5236,197,0,2,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,10,80190,0,0.8679,69,20,2,OPTIMAL,3752,243,3752.0,0.0,9.883,796,6253,243,0,2,,6392,243,0,4,,6283,243,1,0,0.674574,6710,240,0,2,,5791,243,0,3,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,11,88109,0,0.6964,68,18,2,OPTIMAL,1665,195,1665.0,0.0,10.627,760,2593,195,1,0,0.557357,2311,195,1,0,0.387988,2953,195,1,0,0.773574,2723,195,1,0,0.635435,2604,195,1,0,0.563964
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.825,64,20,2,FEASIBLE,2626,198,2559.0,0.02551,40.039,810,5322,198,1,0,,4638,198,0,2,,4877,198,1,0,,5329,195,0,4,,5085,198,1,0,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,13,313405,2,0.8792,70,19,2,OPTIMAL,3874,211,3874.0,0.0,0.719,728,7209,138,0,8,,7707,138,0,8,,8010,138,0,8,,8115,138,0,8,,7908,138,0,8,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.7321,72,18,2,OPTIMAL,2159,205,2159.0,0.0,6.769,778,3344,205,0,1,,3261,205,0,1,,3566,205,1,0,0.651691,3352,205,0,1,,3465,205,0,1,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,15,433972,3,0.875,60,20,2,OPTIMAL,2053,210,2053.0,0.0,16.925,812,3235,210,0,1,,3328,210,1,0,0.621042,4413,210,0,2,,5826,193,0,2,,4096,210,0,2,
main,45,20,0.4,0.95,0.4,13,step,0.1,0.1,0.15,16,127704,0,0.8179,68,19,2,OPTIMAL,2526,229,2526.0,0.0,4.312,775,3758,229,1,0,0.487728,4130,229,0,1,,5257,229,1,0,1.081156,4280,229,0,1,,5173,229,0,1,
